331, 43.768, 10.3512
332, 44.058, 10.3782
333, 44.318, 10.3944
334, 44.597, 10.4151
335, 44.812, 10.4286
336, 45.169, 10.4493
337, 45.376, 10.4673
338, 45.653, 10.4826
339, 45.886, 10.5006
340, 46.204, 10.515
341, 46.461, 10.5276
342, 46.785, 10.5447
343, 46.947, 10.5627
344, 47.273, 10.5825
345, 47.532, 10.6032
346, 47.868, 10.6221
347, 48.133, 10.6356
348, 48.433, 10.6455
349, 48.725, 10.6572
350, 49.074, 10.6815
351, 49.281, 10.6959
352, 49.618, 10.713
353, 49.859, 10.7265
354, 50.188, 10.7427
355, 50.448, 10.7598
356, 50.799, 10.7724
357, 51.107, 10.7922
358, 51.468, 10.802999999999999
359, 51.697, 10.821
360, 52.057, 10.8345
361, 52.286, 10.8534
362, 52.595, 10.8651
363, 52.889, 10.8786
364, 53.235, 10.8984
365, 53.571, 10.9146
366, 53.864, 10.9218
367, 54.141, 10.9344
368, 54.557, 10.9488
369, 54.803, 10.962299999999999
370, 55.171, 10.9857
371, 55.471, 11.0028
372, 55.858, 11.0226
373, 56.226, 11.036999999999999
374, 56.586, 11.046
375, 56.828, 11.0577
376, 57.241, 11.0685
377, 57.496, 11.0838
378, 57.907, 11.1
379, 58.226, 11.1171
380, 58.596, 11.127
381, 58.959, 11.141399999999999
382, 59.317, 11.1576
383, 59.651, 11.1657
384, 60.049, 11.1747
385, 60.293, 11.1837
386, 60.651, 11.196299999999999
387, 60.988, 11.2098
388, 61.419, 11.2251
389, 61.8, 11.235
390, 62.16, 11.2476
391, 62.407, 11.2593
392, 62.811, 11.2683
393, 63.102, 11.2746
394, 63.445, 11.2836
395, 63.776, 11.2926
396, 64.158, 11.3034
397, 64.533, 11.3142
398, 64.919, 11.3232
399, 65.139, 11.3313
