0, 0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.009
7, 0.009
8, 0.029
9, 0.029
10, 0.146
11, 0.146
12, 0.256
13, 0.256
14, 0.369
15, 0.369
16, 0.469
17, 0.469
18, 0.611
19, 0.611
20, 0.75
21, 0.75
22, 0.883
23, 0.883
24, 1.052
25, 1.052
26, 1.244
27, 1.244
28, 1.362
29, 1.362
30, 1.514
31, 1.514
32, 1.684
33, 1.684
34, 1.784
35, 1.784
36, 1.909
37, 1.909
38, 2.049
39, 2.049
40, 2.176
41, 2.176
42, 2.351
43, 2.351
44, 2.533
45, 2.533
46, 2.694
47, 2.694
48, 2.912
49, 2.912
50, 3.072
51, 3.072
52, 3.226
53, 3.226
54, 3.359
55, 3.359
56, 3.594
57, 3.594
58, 3.721
59, 3.721
60, 3.841
61, 3.841
62, 3.973
63, 3.973
64, 4.108
65, 4.108
66, 4.208
67, 4.208
68, 4.377
69, 4.377
70, 4.514
71, 4.514
72, 4.694
73, 4.694
74, 4.872
75, 4.872
76, 5.033
77, 5.033
78, 5.252
79, 5.252
80, 5.388
81, 5.388
82, 5.537
83, 5.537
84, 5.652
85, 5.652
86, 5.848
87, 5.848
88, 5.996
89, 5.996
90, 6.146
91, 6.146
92, 6.315
93, 6.315
94, 6.476
95, 6.476
96, 6.609
97, 6.609
98, 6.78
99, 6.78
100, 6.942
101, 6.942
102, 7.084
103, 7.084
104, 7.282
105, 7.282
106, 7.46
107, 7.46
108, 7.561
109, 7.561
110, 7.717
111, 7.717
112, 7.882
113, 7.882
114, 8.016
115, 8.016
116, 8.227
117, 8.227
118, 8.315
119, 8.315
120, 8.465
121, 8.465
122, 8.651
123, 8.651
124, 8.841
125, 8.841
126, 9.007
127, 9.007
128, 9.127
129, 9.127
130, 9.268
131, 9.268
132, 9.431
133, 9.431
134, 9.667
135, 9.667
136, 9.813
137, 9.813
138, 9.902
139, 9.902
140, 10.102
141, 10.102
142, 10.296
143, 10.296
144, 10.486
145, 10.486
146, 10.636
147, 10.636
148, 10.805
149, 10.805
150, 10.985
151, 10.985
152, 11.078
153, 11.078
154, 11.226
155, 11.226
156, 11.39
157, 11.39
158, 11.594
159, 11.594
160, 11.762
161, 11.762
162, 11.935
163, 11.935
164, 12.12
165, 12.12
166, 12.29
167, 12.29
168, 12.458
169, 12.458
170, 12.61
171, 12.61
172, 12.846
173, 12.846
174, 13.016
175, 13.016
176, 13.183
177, 13.183
178, 13.316
179, 13.316
180, 13.439
181, 13.439
182, 13.612
183, 13.612
184, 13.785
185, 13.785
186, 14.012
187, 14.012
188, 14.188
189, 14.188
190, 14.368
191, 14.368
192, 14.53
193, 14.53
194, 14.704
195, 14.704
196, 14.911
197, 14.911
198, 15.051
199, 15.051
200, 15.183
201, 15.183
202, 15.409
203, 15.409
204, 15.585
205, 15.585
206, 15.757
207, 15.757
208, 16.015
209, 16.015
210, 16.194
211, 16.194
212, 16.312
213, 16.312
214, 16.462
215, 16.462
216, 16.734
217, 16.734
218, 16.888
219, 16.888
220, 17.096
221, 17.096
222, 17.274
223, 17.274
224, 17.472
225, 17.472
226, 17.646
227, 17.646
228, 17.801
229, 17.801
230, 18.025
231, 18.025
232, 18.231
233, 18.231
234, 18.382
235, 18.382
236, 18.539
237, 18.539
238, 18.723
239, 18.723
240, 18.899
241, 18.899
242, 19.119
243, 19.119
244, 19.248
245, 19.248
246, 19.419
247, 19.419
248, 19.608
249, 19.608
250, 19.885
