0, 0, 3.0
1, 0.0, 3.0
2, 0.0, 3.0
3, 0.0, 3.0
4, 0.0, 3.0
5, 0.0, 3.0
6, 0.0, 3.0
7, 0.008, 3.0072
8, 0.028, 3.009
9, 0.051, 3.0297
10, 0.131, 3.0369
11, 0.148, 3.0522
12, 0.248, 3.0612
13, 0.267, 3.0783
14, 0.447, 3.0945
15, 0.473, 3.1179
16, 0.633, 3.1323
17, 0.658, 3.1548
18, 0.74, 3.1638
19, 0.763, 3.1845
20, 0.924, 3.1998
21, 0.943, 3.2169
22, 1.093, 3.2304
23, 1.145, 3.2529
24, 1.239, 3.2646
25, 1.264, 3.279
26, 1.426, 3.2952
27, 1.466, 3.315
28, 1.548, 3.324
29, 1.605, 3.351
30, 1.701, 3.3645
31, 1.747, 3.3816
32, 1.944, 3.405
33, 1.986, 3.4266
34, 2.109, 3.4401
35, 2.137, 3.4572
36, 2.33, 3.477
37, 2.396, 3.4959
38, 2.523, 3.513
39, 2.591, 3.5337
40, 2.713, 3.5544
41, 2.78, 3.5742
42, 2.913, 3.5886
43, 2.993, 3.612
44, 3.099, 3.6264
45, 3.154, 3.6435
46, 3.241, 3.657
47, 3.304, 3.6732
48, 3.408, 3.6938999999999997
49, 3.445, 3.711
50, 3.562, 3.7272
51, 3.653, 3.7443
52, 3.782, 3.7632
53, 3.824, 3.7847999999999997
54, 3.883, 3.7974
55, 3.938, 3.8145
56, 4.074, 3.8316
57, 4.12, 3.8487
58, 4.247, 3.8657999999999997
59, 4.298, 3.8792999999999997
60, 4.438, 3.9
61, 4.526, 3.9225
62, 4.677, 3.945
63, 4.752, 3.972
64, 4.845, 3.9909
65, 4.921, 4.0107
66, 4.994, 4.0278
67, 5.095, 4.0458
68, 5.195, 4.0629
69, 5.259, 4.08
70, 5.361, 4.0988999999999995
71, 5.427, 4.1178
72, 5.517, 4.1339999999999995
73, 5.59, 4.1592
74, 5.659, 4.1727
75, 5.728, 4.1943
76, 5.848, 4.2132
77, 5.971, 4.2348
78, 6.206, 4.2681
79, 6.277, 4.283399999999999
80, 6.375, 4.3068
81, 6.445, 4.3212
82, 6.562, 4.3454999999999995
83, 6.61, 4.3644
84, 6.758, 4.3842
85, 6.86, 4.4031
86, 7.07, 4.4382
87, 7.145, 4.4571
88, 7.272, 4.4822999999999995
89, 7.339, 4.5020999999999995
90, 7.413, 4.520099999999999
91, 7.495, 4.5371999999999995
92, 7.626, 4.5579
93, 7.703, 4.5786
94, 7.814, 4.5975
95, 7.934, 4.624499999999999
96, 8.034, 4.6415999999999995
97, 8.156, 4.6623
98, 8.244, 4.676699999999999
99, 8.29, 4.6937999999999995
100, 8.366, 4.7136
101, 8.409, 4.728
102, 8.523, 4.7496
103, 8.63, 4.773
104, 8.765, 4.7973
105, 8.801, 4.8134999999999994
106, 8.913, 4.8414
107, 9.0, 4.8629999999999995
108, 9.067, 4.8828
109, 9.144, 4.903499999999999
110, 9.238, 4.923299999999999
111, 9.328, 4.9475999999999996
112, 9.428, 4.9647
113, 9.54, 4.9925999999999995
114, 9.644, 5.0133
115, 9.774, 5.0412
116, 9.903, 5.0682
117, 9.951, 5.0870999999999995
118, 10.065, 5.1087
