0, 0
1, 0.0
2, 0.0
3, 0.0
4, 0.0
5, 0.0
6, 0.0
7, 0.006
8, 0.116
9, 0.136
10, 0.176
11, 0.195
12, 0.335
13, 0.353
14, 0.493
15, 0.516
16, 0.696
17, 0.719
18, 0.929
19, 0.95
20, 1.173
21, 1.2
22, 1.342
23, 1.377
24, 1.57
25, 1.6
26, 1.811
27, 1.86
28, 2.077
29, 2.115
30, 2.293
31, 2.326
32, 2.492
33, 2.541
34, 2.696
35, 2.736
36, 2.869
37, 2.956
38, 3.13
39, 3.182
40, 3.375
41, 3.438
42, 3.584
43, 3.665
44, 3.829
45, 3.9
46, 4.075
47, 4.133
48, 4.25
49, 4.304
50, 4.446
51, 4.505
52, 4.664
53, 4.712
54, 4.819
55, 4.89
56, 4.998
57, 5.037
58, 5.173
59, 5.227
60, 5.368
61, 5.438
62, 5.559
63, 5.636
64, 5.75
65, 5.815
66, 5.974
67, 6.032
68, 6.126
69, 6.172
70, 6.256
71, 6.366
72, 6.525
73, 6.609
74, 6.76
75, 6.829
76, 6.996
77, 7.07
78, 7.232
79, 7.315
80, 7.457
81, 7.541
82, 7.673
83, 7.743
84, 7.934
85, 7.98
86, 8.16
87, 8.234
88, 8.364
89, 8.504
90, 8.617
91, 8.74
92, 8.95
93, 9.022
94, 9.128
95, 9.251
96, 9.373
97, 9.475
98, 9.58
99, 9.712
100, 9.854
101, 9.959
102, 10.06
103, 10.104
104, 10.157
105, 10.225
106, 10.314
107, 10.4
108, 10.506
109, 10.612
110, 10.789
111, 10.859
112, 10.921
113, 11.026
114, 11.192
115, 11.264
116, 11.397
117, 11.457
118, 11.644
119, 11.701
120, 11.832
121, 11.898
122, 12.081
123, 12.161
124, 12.304
125, 12.347
126, 12.431
127, 12.496
128, 12.625
129, 12.69
130, 12.806
131, 12.912
132, 13.017
133, 13.132
134, 13.239
135, 13.374
136, 13.501
137, 13.581
138, 13.718
139, 13.812
140, 13.986
141, 14.025
142, 14.177
143, 14.224
144, 14.328
145, 14.492
146, 14.628
147, 14.714
148, 14.806
149, 14.86
150, 14.983
151, 15.037
152, 15.255
153, 15.318
154, 15.433
155, 15.497
156, 15.687
157, 15.813
158, 15.961
159, 16.007
160, 16.126
161, 16.23
162, 16.406
163, 16.545
164, 16.689
165, 16.815
166, 16.945
167, 17.012
168, 17.241
169, 17.33
170, 17.491
171, 17.54
172, 17.728
173, 17.833
174, 17.961
175, 18.083
176, 18.259
177, 18.37
178, 18.477
179, 18.571
180, 18.713
181, 18.85
182, 19.029
183, 19.099
184, 19.259
185, 19.333
186, 19.47
187, 19.551
188, 19.71
189, 19.82
190, 19.98
191, 20.147
192, 20.316
193, 20.403
194, 20.519
195, 20.68
196, 20.828
197, 20.903
198, 21.098
199, 21.2
200, 21.353
201, 21.492
202, 21.625
203, 21.725
204, 21.919
205, 21.976
206, 22.157
207, 22.278
208, 22.416
209, 22.524
210, 22.744
211, 22.853
212, 23.068
213, 23.178
214, 23.309
215, 23.384
216, 23.504
217, 23.631
218, 23.776
219, 23.904
220, 24.031
221, 24.133
222, 24.395
223, 24.532
224, 24.685
225, 24.82
226, 25.047
227, 25.164
228, 25.274
229, 25.423
230, 25.687
231, 25.791
232, 25.972
233, 26.124
234, 26.301
235, 26.437
236, 26.647
237, 26.806
238, 27.009
239, 27.08
240, 27.254
241, 27.407
242, 27.651
243, 27.798
244, 28.094
245, 28.204
246, 28.393
247, 28.499
248, 28.78
249, 28.934
250, 29.1
251, 29.195
252, 29.399
253, 29.541
254, 29.809
255, 29.955
256, 30.167
257, 30.296
258, 30.543
259, 30.665
260, 30.817
261, 30.98
262, 31.192
263, 31.298
264, 31.498
265, 31.658
266, 31.861
267, 31.995
268, 32.284
269, 32.424
270, 32.715
271, 32.945
272, 33.191
273, 33.405
274, 33.638
275, 33.775
276, 34.071
277, 34.225
278, 34.495
279, 34.684
280, 34.947
281, 35.121
282, 35.356
283, 35.469
284, 35.67
285, 35.798
286, 36.152
287, 36.352
288, 36.585
289, 36.789
290, 37.119
291, 37.348
292, 37.66
293, 37.783
294, 38.059
295, 38.272
296, 38.57
297, 38.646
298, 38.879
299, 39.113
300, 39.428
301, 39.642
302, 39.965
303, 40.186
304, 40.518
305, 40.667
306, 40.947
307, 41.25
308, 41.579
309, 41.748
310, 42.093
311, 42.256
312, 42.571
313, 42.796
314, 43.142
315, 43.409
316, 43.739
317, 43.91
318, 44.278
319, 44.5
320, 44.918
321, 45.11
322, 45.366
323, 45.627
324, 45.919
325, 46.189
326, 46.538
327, 46.683
328, 47.059
329, 47.209
330, 47.569
331, 47.834
332, 48.164
333, 48.391
334, 48.721
335, 48.968
336, 49.419
337, 49.682
338, 50.027
339, 50.225
340, 50.547
341, 50.795
342, 51.168
343, 51.443
344, 51.948
345, 52.257
346, 52.712
347, 52.946
348, 53.295
349, 53.471
350, 53.796
351, 54.053
352, 54.532
353, 54.796
354, 55.196
355, 55.461
356, 55.857
357, 56.091
358, 56.433
359, 56.705
360, 57.167
361, 57.433
362, 57.939
363, 58.236
364, 58.522
365, 58.788
366, 59.135
367, 59.466
368, 59.983
369, 60.271
370, 60.789
371, 61.086
372, 61.505
373, 61.734
374, 62.069
375, 62.37
376, 62.864
377, 63.218
378, 63.747
379, 64.086
380, 64.525
381, 64.807
382, 65.166
383, 65.44
384, 65.943
385, 66.307
386, 66.741
387, 67.029
388, 67.482
389, 67.76
390, 68.126
391, 68.422
392, 69.039
393, 69.419
394, 69.901
395, 70.169
396, 70.592
397, 70.89
398, 71.292
399, 71.617
