0, 0, 7.992498, 0.0
1, 0, 4.5, 0.0
2, 0, 7.538511, 0.0
3, 0, 7.4991, 0.0
4, 0, 7.563999, 0.0
5, 0, 12.0, 0.0
6, 0, 12.0, 0.0
7, 0, 12.0, 0.0
8, 0, 12.0, 0.0
9, 0, 7.957326, 0.0
10, 0, 7.680873, 0.0
11, 0, 12.0, 0.0
12, 0, 12.0, 0.0
13, 0, 7.56768, 0.0
14, 0, 12.0, 0.0
15, 0, 12.0, 0.0
16, 0, 7.754367, 1.0sugar
17, 1, 7.48137, 1.0
18, 1, 7.3827300000000005, 1.0
19, 1, 7.0141800000000005, 1.0
20, 1, 7.32351, 1.0
21, 1, 12.0, 1.0
22, 1, 12.0, 1.0
23, 1, 7.0158, 1.0
24, 1, 6.0132, 1.0
25, 1, 12.0, 1.0
26, 1, 12.0, 1.0
27, 1, 12.0, 1.0
28, 1, 12.0, 1.0
29, 1, 12.0, 1.0
30, 1, 12.0, 1.0
31, 1, 7.702706999999999, 1.0
32, 1, 12.0, 1.0
33, 1, 7.49946, 1.0
34, 1, 4.3455, 1.0
35, 1, 4.3977, 1.0
36, 1, 5.664, 1.0
37, 1, 12.0, 1.0
38, 1, 12.0, 1.0
39, 1, 12.0, 1.0
40, 1, 12.0, 1.0
41, 1, 12.0, 1.0
42, 1, 7.751244, 1.0
43, 1, 4.9242, 1.0
44, 1, 12.0, 1.0
45, 1, 12.0, 1.0
46, 1, 12.0, 1.0
47, 1, 12.0, 1.0
48, 1, 12.0, 1.0
49, 1, 12.0, 1.0
50, 1, 12.0, 1.0
51, 1, 12.0, 1.0
52, 1, 12.0, 1.0
53, 1, 12.0, 1.0
54, 1, 12.0, 1.0
55, 1, 12.0, 1.0
56, 1, 11.984070000000001, 1.0
57, 1, 7.0091399999999995, 1.0
58, 1, 4.8837, 1.0
59, 1, 3.0081, 1.0
60, 1, 3.0, 1.0
61, 1, 6.506399999999999, 1.0
62, 1, 7.73787, 1.0
63, 1, 12.0, 1.0
64, 1, 12.0, 1.0
65, 1, 12.0, 1.0
66, 1, 12.0, 1.0
67, 1, 12.0, 1.0
68, 1, 12.0, 1.0
69, 1, 12.0, 1.0
70, 1, 12.0, 1.0
71, 1, 12.0, 1.0
72, 1, 5.9376, 1.0
73, 1, 3.0, 1.0
74, 1, 3.0, 1.0
75, 1, 10.56072, 1.0
76, 1, 12.0, 1.0
77, 1, 12.0, 1.0
78, 1, 12.0, 1.0
79, 1, 12.0, 1.0
80, 1, 12.0, 1.0
81, 1, 12.0, 1.0
82, 1, 12.0, 1.0
83, 1, 12.0, 1.0
84, 1, 3.0, 1.0
85, 1, 3.0, 1.0
86, 1, 3.0, 1.0
87, 1, 12.0, 1.0
88, 1, 12.0, 1.0
89, 1, 12.0, 1.0
90, 1, 12.0, 1.0
91, 1, 12.0, 1.0
92, 1, 12.0, 1.0
93, 1, 12.0, 1.0
94, 1, 12.0, 1.0
95, 1, 12.0, 1.0
96, 1, 12.0, 1.0
97, 1, 12.0, 1.0
98, 1, 12.0, 1.0
99, 1, 12.0, 1.0
100, 1, 12.0, 1.0
101, 1, 12.0, 1.0
102, 1, 12.0, 1.0
103, 1, 7.3164, 1.0
104, 1, 12.0, 1.0
105, 1, 12.0, 1.0
106, 1, 12.0, 1.0
107, 1, 12.0, 1.0
108, 1, 12.0, 1.0
109, 1, 12.0, 1.0
110, 1, 12.0, 1.0
111, 1, 12.0, 1.0
112, 1, 7.7392199999999995, 1.0
113, 1, 12.0, 1.0
114, 1, 12.0, 1.0
115, 1, 12.0, 2.0sugar
116, 2, 12.0, 2.0
117, 2, 12.0, 2.0
118, 2, 12.0, 2.0
119, 2, 12.0, 2.0
120, 2, 12.0, 2.0
121, 2, 4.6866, 2.0
122, 2, 4.5885, 2.0
123, 2, 12.0, 2.0
124, 2, 12.0, 2.0
125, 2, 12.0, 2.0
126, 2, 4.8018, 2.0
127, 2, 12.0, 2.0
128, 2, 12.0, 2.0
129, 2, 12.0, 2.0
130, 2, 12.0, 2.0
131, 2, 12.0, 2.0
132, 2, 12.0, 2.0
133, 2, 5.4777000000000005, 12.0food
134, 3, 12.0, 12.0
135, 3, 12.0, 12.0
136, 3, 8.71824, 12.0
137, 3, 11.371979999999999, 12.0
138, 3, 12.0, 12.0
139, 3, 9.67809, 12.0
140, 3, 12.0, 12.0
141, 3, 12.0, 12.0
142, 3, 12.0, 12.0
143, 3, 12.0, 12.0
144, 3, 12.0, 12.0
145, 3, 12.0, 12.0
146, 3, 12.0, 12.0
147, 3, 12.0, 12.0
148, 3, 12.0, 12.0
149, 3, 12.0, 12.0
150, 3, 12.0, 12.0
151, 3, 12.0, 12.0
152, 3, 12.0, 12.0
153, 3, 4.4562, 12.0
154, 3, 7.77045, 12.0
155, 3, 12.0, 12.0
156, 3, 12.0, 12.0
157, 3, 12.0, 12.0
158, 3, 12.0, 12.0
159, 3, 12.0, 12.0
160, 3, 12.0, 12.0
161, 3, 8.55129, 12.0
162, 3, 8.59008, 12.0
163, 3, 12.0, 12.0
164, 3, 12.0, 12.0
165, 3, 12.0, 12.0
166, 3, 12.0, 12.0
167, 3, 7.890861, 12.0
168, 3, 6.62637, 12.0
169, 3, 6.3525, 12.0
170, 3, 12.0, 12.0
171, 3, 12.0, 12.0
172, 3, 9.144929999999999, 12.0
173, 3, 12.0, 12.0
174, 3, 12.0, 12.0
175, 3, 12.0, 12.0
176, 3, 12.0, 12.0
177, 3, 12.0, 12.0
178, 3, 12.0, 12.0
179, 3, 12.0, 12.0
180, 3, 12.0, 12.0
181, 3, 7.942701, 12.0
182, 3, 6.3012, 12.0
183, 3, 3.0, 12.0
184, 3, 3.0, 12.0
185, 3, 6.83868, 12.0
186, 3, 7.46922, 12.0
187, 3, 12.0, 12.0
188, 3, 12.0, 12.0
189, 3, 12.0, 12.0
190, 3, 12.0, 12.0
191, 3, 12.0, 12.0
192, 3, 12.0, 12.0
193, 3, 12.0, 12.0
194, 3, 12.0, 12.0
195, 3, 12.0, 12.0
196, 3, 12.0, 12.0
197, 3, 12.0, 12.0
198, 3, 12.0, 12.0
199, 3, 11.719470000000001, 12.0
200, 3, 10.520669999999999, 12.0
201, 3, 11.46828, 12.0
202, 3, 12.0, 12.0
203, 3, 11.963999999999999, 12.0
204, 3, 12.0, 12.0
205, 3, 12.0, 12.0
206, 3, 9.74433, 12.0
207, 3, 7.23099, 12.0
208, 3, 12.0, 12.0
209, 3, 12.0, 12.0
210, 3, 12.0, 12.0
211, 3, 6.2481, 12.0
212, 3, 3.0, 12.0
213, 3, 3.0, 12.0
214, 3, 3.0, 12.0
215, 3, 12.0, 12.0
216, 3, 7.44762, 13.0sugar
217, 4, 3.0, 13.0
218, 4, 3.0, 13.0
219, 4, 3.0, 13.0
220, 4, 3.0, 13.0
221, 4, 3.0, 13.0
222, 4, 3.0, 13.0
223, 4, 3.0, 13.0
224, 4, 12.0, 13.0
225, 4, 12.0, 13.0
226, 4, 12.0, 13.0
227, 4, 12.0, 13.0
228, 4, 7.58415, 13.0
229, 4, 3.0, 14.0sugar
230, 5, 3.0, 14.0
231, 5, 3.0, 14.0
232, 5, 3.0, 14.0
233, 5, 12.0, 14.0
234, 5, 12.0, 14.0
235, 5, 12.0, 14.0
236, 5, 7.48713, 14.0
